ID,split,default payment next month,predictor_group_id
46,train,1,00ac1db666874f89f8b38521c6e7a6de
47,validation,1,e5fe8683911154f5abba4f23863cf1a8
48,test,1,c2ae01d40d4c29dc119d14be43102274
49,validation,0,eeaf9d053e9b53e673946da37326c19a
50,train,0,211f48b580cbc01756829ffda625acb7
51,train,1,22ff45cd15ed46e52c8a012282a60d46
52,test,0,c636a547519b0d7a2736bef0b329216d
53,test,0,089eb15973216749a5da58663a0b3a17
54,validation,0,7d31d1e7f9f7deca7106810a26b8d214
55,train,0,31885069ce9cba18aed1511b987b7f11
56,train,0,4dec8d4f6943a3e8b9a2bf5bd2098225
57,train,0,28e02439a172c67d0056c505b4fc936e
58,train,0,0ce26c497945b32667709920df35a1e5
59,validation,0,6bf7071a1810cdc50be2e60746b665fc
60,validation,0,5b86870108a68fa652329fadf9b0c232
61,train,1,181cc64c493fbf1387df8d9d4bb52262
62,validation,0,e95d6beab09710f912d39b4665b9d1d3
63,validation,1,9fa90a634ca41e49db722d3c274bc7b2
64,test,1,9e8f52428edbea15f980bcfb58f78b71
65,train,0,6d7320a256fa080bd2db7378bab97eb8
66,train,1,6b4f2fa00c2d0cf59ac594519e90ff73
67,test,1,870507143ddd6268b8ed3fb299871134
68,train,0,7dedefd3e7351ffff55c59b5dfd3c2f2
69,train,0,4e9af712917eac02038e12a44c4ab57b
70,train,0,9628b823540966019ef822d2c699fcbc
71,validation,0,67bd2c64221e97accb293620380c26f2
72,train,1,84a23cc197779d19d49f77a588938dd7
73,train,0,c8f8c78fdf1da12d056959e6a6957e7b
74,train,0,38424fc7fb8afa4d14c1cf4db35960c6
75,train,0,7158643128f65bafc6451922737d1d7a
76,train,0,07c11ceb4024e17c2ec9195e0b941177
77,train,0,bbed1cf7f35328b2abd675714a0ea3b6
78,train,0,7832445036b6eefec61629275a53b78a
79,train,1,64d9e62313cd6a974a13ad2b1e5b6c29
80,train,1,bad1d9799f9e8a693cf0045240ea5cd6
81,train,0,0ea03e57fc43e0d008d03cf188510569
82,train,0,e234f64318e8b58aff3ff4234a65d16a
83,test,1,26ecabf96fb635e3ee32eb0fec773851
84,train,0,30fea7fcc74d9329d52a5b6682c1ae21
85,test,0,543700ad67e0646f55b1921d75a3d0a3
86,train,0,5c1ac06301fab5638f748f1565706f76
87,train,1,27bef1fdd65b6a8386e458526bbf863a
88,train,0,645102040474e9c9bc56bcdd0274dbb2
89,train,0,5b83a3687a11c6a14eebd23321cd928c
90,test,0,7bacadbf6407b6fcfb3224ef53b59a39
91,train,1,8bbb30313d1fdf79ba31e667d7bfe86a
92,validation,0,87ac52e2b0ae000efe8568f1517ec75d
93,train,0,5f24183d1474bfef741efededeaf0ee8
94,validation,0,0d7464c5e91246165c6a852ec66fce15
95,train,0,cc7f95a1001081a4e6a6eeebff6a6144
96,test,0,6166fd279e7487fb7da2d0124076e923
97,train,0,d866f3491e780151589f072bd1ecb724
98,train,0,938076bf9e213cc43fa6c248dda3de1e
99,train,0,0c23234327351a7b214c3be8199274e6
100,train,1,8c892917403e3a4d7a73d0c8652a19cc
101,train,0,0754aed9528042391db23b227c9f0f89
102,validation,0,186ed4d8ca2aef8d7c78dae9db68b5bc
103,test,0,5824115ee76a356dce7f730b914e9ad3
104,train,1,3364441a4fab18ffb7b2bb4555ebe90e
105,train,0,574a36fe55b6eb9a03d98c6b0c69f095
106,train,0,5904992fd77da0297f95be471574c813
107,test,0,f37c95b73611428725366ec50f72787b
108,train,0,2acbd21b7fb386a137c5d141bf3d4063
109,train,0,ca8edfff8cf62cbaec5367594f03e7ee
110,validation,0,f136f6b21c67a974948049223f8fd14f
111,train,0,41b20fbf490b47a31da84b955972d435
112,train,0,441a0846c0d7b1f2b91daf3974c64205
113,test,0,a64a8a5e7195d19a0c0ca1607ff0afcc
114,test,0,4b51b554b6adad219c4bac9894e6bbe0
115,train,0,8dd58d1dbbb70641781762f80f0dd827
116,test,1,48d84b2d6eac0b62e3690c47a166a84d
117,train,0,e2d74f5afed64b3f04d1a1dba8fe7aed
118,test,1,3ef94bd5e86e450781f1e3c0976ce136
119,train,0,013558bb77929173b4c012d05dd760b6
120,train,0,a9d601f1fed6cf021ff1129b414cabfd
121,train,1,34d0447f0da0925e869b0d4625717bf5
122,train,1,0285c3f4a8c9a12f4cae2581eac12f97
123,test,0,c82a2ed629d3abf11ed3377758ad0785
124,test,1,802bbb866785f67241feb9d59a88466a
125,train,0,f7cc28e3b6a383e915d797c6434504ea
126,train,0,460f9d2d31442a728265782ef4db56a3
127,train,0,5e07f838fec98b0ba33835860a42210a
128,validation,1,9269a33a89d9bcf5e112de761502bb5d
129,train,1,18222d126062eee99d1d6c25af142396
130,validation,0,158fced50937cff4f51a0b69171541cc
131,test,0,60605a3e38f920c870f342494e6af7a6
132,train,0,5b708cb0aa82560aed72b5c8f69dc547
133,train,0,5dc1670662e9b7903a545d19573d05c1
134,validation,0,6b979396edb9a0aeffe4b50f346a2061
135,train,0,d080d6f5eb2977b3190f1af46d7c8ab3
136,train,0,8aa8d89dd91b0334884a160477318d8c
137,train,0,0318c7ddde04ade9616fbb483a86dc23
138,train,0,b77d36d2a7fba153f03ff7a9b3d2b10a
139,validation,1,8cddef4b9bab7db8989d27a841247364
140,train,0,fd38fdb595a421557534555fcad43559
141,train,1,173415e4ffd9f4cc57cc751be9aa6a50
142,train,0,2b7f24b8c3ca068cc09cee3f2590b463
143,train,0,a4cd51122e1e90473f7113ee06470b48
144,test,0,5a226bbafdc3fc39be9796c2aafe048e
145,train,0,48dd912b7867061b9395a58966c6dd78
146,validation,0,fab05be734ee2886c7b1ba45b9c0771a
147,validation,1,e297e127619994c15f63daf1728ac4ec
148,train,0,4710acc09951fcc325951b7de75f2da9
149,train,0,fec7c8ad87ea2a72f68c490f131cebf4
150,validation,0,ffc0993a56295e2ffe8552b06abc6121
151,train,0,5e3feb1cd667e60812c40dc81d32dfc6
152,train,0,6e4cb62677fa910e221898f9d1beefa5
153,train,0,687aa63ac79c10e97856d1dcd7c32a3a
154,validation,0,21503e6c8392be0a4cad451d3589dab4
155,train,0,421179135a467ef3b0aa9f43a6d55a9e
156,train,0,637c873c8d4801f1e7c7d19bbfcb6922
157,validation,0,d729b348a2e88e77ca3af3b39896b772
158,validation,0,9fa79d4b88d14099184686c69788879b
159,test,1,f60915cabd658812700f9baa136c7738
160,train,0,83c9d40ea8dbcdf12389d6f23c0e8a74
161,test,0,ac77d7d672e4dd8befe4a7728e93c4a4
162,train,0,4b792ca070745ae0bf47c510823f91b0
163,train,0,5848d02e42a069bddeb3fa51c1cbc933
164,train,0,e4c989ba79feee77bcfcc8bf0b7b8399
165,train,0,5a2ae2ac2d570a86c557e53465cf39e0
166,train,0,aee407487d4332eeacc80ed8b2e4808d
167,test,0,a0ca95251ae620af2644f09cda2cffc8
168,validation,0,a942827196c007a56ea4c46cf92ae7ce
169,test,0,8ae7bca83d791bdbfc710455360fbc17
170,validation,0,f651c7378daaff8f0baa962ec662cf2e
171,validation,0,1692cf2d071a8bd7f62acf65f81e4d90
172,validation,0,4f9f5bb6849d5035a254416ab94f7d5e
173,train,0,a2cea682e030db908941e0065239da28
174,validation,1,3dbe2d7476dfb9b2d491a78bb624bd8e
175,test,0,928a8da4f126abc495771f22d9bdf2aa
176,train,1,2b55a666c4388b5bb3904ebe86dabf8a
177,validation,0,8ddc7438681e4a8086330825a4cca1d7
178,validation,0,d840838768dd12a8f80cd89d2a28da08
179,train,0,8ab042507a8ed123bd674b274a62af12
180,train,0,b259b3b6938d71ad93b62bdbb577a8a3
181,test,0,738d7d48c64ebe8ab02aeeb387393091
182,train,0,f12d3752a6fe5f360894138f1eda7b50
183,train,0,577e067d70fa05a9dd9ea9ccf8f1688a
184,test,1,462ea7509b14b130e510cc157e9e6cfb
185,train,0,df3fb17e0a6abab6c699e6d7aaf6ace6
186,train,1,3ce82026d1c39f51c3b5651954bfc1d3
187,train,0,6853c1a1abd0d9a482f0dd87c7a29373
188,train,1,8e13a40c6c6547dedee5729458e50092
189,train,0,5ca28efd3dbba18df1f52b5d3375e604
190,test,0,996f03b615629ee6e561e6bdb3830c0f
191,validation,0,53c0af340e08c81eefa2e4b29472008d
192,train,1,a192c2396d940c489b61edb3952bc07d
193,test,0,9448bfa71ebe8d5ea56c2d4637515b71
194,train,0,e02e555ad0ca8e453b109f13320223c5
195,train,0,c2b69bb5f405f63f3462443159851960
196,validation,1,0271ee3a66a3a891f86992b3930011d6
197,train,0,d06443269d372585c5f3b9e4c67f2ae4
198,train,0,00e21e61a880260027739578e4d36598
199,test,0,bb77898e3eab209354502cdbf63acc38
200,train,1,6edb3c63af886ef4d5cbf097bbe2d5a7
201,test,0,a15453dc946985fb369ab0434ccef7eb
202,test,0,5a185f1ae3ceebb7f601349ff3891a51
203,test,0,6e6c57b406452244b05b71d24dca8e1e
204,train,0,611249f594ce4b4e104e2617cfc1fb3e
205,train,0,0a7fc52daf5fb6ada9fc2b8346729de5
206,train,0,67fd58112cb2ca0dfb4ca3ea59d555d1
207,train,0,91fed01c8305fe06fa0ce5c7795a099c
208,validation,1,f9e019aa52aa3c4ef89359dad52f52b8
209,train,1,45ab4c5fef129617e9b96f339e66e63d
210,train,0,c294cfdb3dde61fe6059ef23bf6cdbff
211,train,0,5b01c81bd5ce0c02acff89f085a72096
212,train,1,6505874399704fe56cf9525685982a72
213,train,0,d3dd3338c25dbd8a243feb9097871a39
214,train,0,dce4bde5d09961740a6851791b0e0ff9
215,train,0,7150675effe55d0ac4fb7c7254d7a893
216,test,0,a9cb580b6d2d912baeb6f3be3331921f
217,train,1,09e7d1931307384a387daa3de7ead238
218,train,0,bed89f036a017ee4abf02598acc31271
219,train,0,1dbf6b948c9d916e39d79e89f1f1e1f0
220,train,0,53b6ff90d6494421df6393b655e7b8f3
221,train,1,caae4bce589471b3217d40dd362f83f2
222,validation,0,a32405577b1b6a9ce11e82819fe6109c
223,train,0,a4512687986bd9e3c0d9501e2875fff3
224,test,0,a1d42262ceaa78dfde5359ff80939fc2
225,train,1,28c5841dfdfc21f40b38d50fc67bc55d
226,train,0,6cf41065ff447a5bb7fae55d8dec292f
227,train,0,809eb780ec9c412f018245c639a82a18
228,train,0,e7b63e315184987e9c19b8bc6c89aaf9
229,test,1,48157954b89d76a711fddcacb86731f1
230,train,0,62048521e887fd94945888e207287893
231,test,0,43083e5a157d519da8a946c6cbcb6b59
232,train,1,07560ed0b79957f290b064bd947cee76
233,test,0,035c520ad191e2b07615907bb999c7ea
234,train,1,f6f7084f974d78754f8841b2b91622f1
235,test,0,a5ef25d1e07bae667db7c1a4d0dfbb30
236,train,0,71fe294f85dcc65f9568d8ae13c3a457
237,train,0,e22377aefc8d8c44dceabf6e16ca9f32
238,train,0,03487c447bab5d6999b67d67d8d528be
239,test,1,7eade8c359beba924a24e5795a6cd4f6
240,train,1,c531aa1909ff0fbf46be5c8e3ff5342a
241,train,0,6a35ab622edb824a666c7e6d98017645
242,validation,0,03035aba8168a81de7a107a0797ea24c
243,test,0,6a312df117a92b29a62f689be621ff82
244,train,0,644530288d50eba90e6cdfc92c7b85f2
245,train,0,ddb16919b570199cb15c12447e09c7ac
246,test,0,19377fdf5697cd2ec205c24b50189a0d
247,validation,0,ae97563fe13c6d8aee7c6c84df9f71bb
248,test,0,67e29ed84cd1dff31e6d7a7a956a32e6
249,train,0,052867d18e79ae1bb790e600927fa97b
250,train,0,6e17d244cb93ecfc58a8f550e7d75c02
251,test,0,083c7f530f1546eaccd3c90d9326a731
252,train,0,b6441a46c3f0b361c4cd75648989544b
253,train,1,37fe7a75caf3219ec839dae8d255ed27
254,train,0,8b5154a817df81c7ff77c498b37f138c
255,train,0,dd494648c554606fa40fdfff968fd670
256,test,0,07cba8d0ac2ead154e247b575198ff8b
257,test,0,0c5b2e645eaa21e0b7d78d8f4bde4078
258,test,0,8930ae898f3a20fcb298a2f181340f93
259,train,0,420cb04956d8c66eae7b96276999b48d
260,train,1,a803feffdfa0f67c548a20dd2efa875e
261,train,0,372d3b6294e79eaa39bd58af4bf9f9cf
262,train,0,54997eed044ac01f3c20edf7a60da0df
263,test,0,b4a19d4e2b714a43c4f2660083e39713
264,train,0,f2188aa0d8819391504ffa00f69a02d7
265,validation,0,2666ba7e0011c74d360ffb869d839055
266,validation,0,250c8928ab0fc853bd244568d2e177e4
267,train,0,a153c7511feadfe4792218283892743c
268,train,1,e1522882f0f6b114aaf35ae3bf63ae64
269,validation,0,ef2f070697b0b520ce3e1f94e3862a96
270,train,1,85467763e89ec98f5f75372006769594
271,test,0,cba3e2a9d1549e3b6e217666406c2749
272,train,0,4975d909695077a3a73510006262b28f
273,train,1,02fd2fcd706274b923607fcc75d4b45d
274,train,0,649238ce0de2ff07be4a80e48b3141c8
275,train,1,a617b10a7ab7cdb2102dd14c5f17aaff
276,validation,0,09e2c0bd9413e949994490ed7d996e19
277,train,1,d3fc622d40d7496d4c7c78bdd18d83ff
278,train,0,deb36fbeb164b2d8f345c53d425e7759
279,train,0,38d3fc81c33370a37d1816d70ccb3e4a
280,train,0,20dc8feb1fd6af23e6971b3dcdad65a7
281,train,0,9300596e4ecf9ca15aa7ed6367b49dc5
282,validation,0,22cfa7cbbdf271adcfecd4a00f3ff654
283,train,0,406a27348db5df4c95bb545dbd495acb
284,train,0,e2b8236a4ca0eb86b539418556b359cd
285,validation,0,b7cf398aaa5b2bd11a0bbf707baec81a
286,train,0,4ba486f1b11415585a799107eed93487
287,train,0,966543ffb7346d68589115c362a7907c
288,train,0,c5d6ccf8cd64d5fc9f148569d792a4da
289,test,1,ab57c8f5d0eba65f8935e8771de230ed
290,train,0,66d566ef00c334a452e98db3019f8b01
291,validation,1,9b214022b37532d512f8faf5e93f0548
292,train,1,301adfd1f6016ab12ae8cbf93e6db95c
293,train,0,e5f110500519646c895c6517ec1a18a7
294,train,1,e7a230d153054651cdac44d74c8e069b
295,validation,0,8dac399a4a9f17c245a23c79bf1951c0
296,test,0,00a4ffdec94aaaa9674edb1ef86f5fd2
297,train,0,e7ec07b28a55e2f42a5c9d633eb1b085
298,test,0,151992c3714b45e84cd8c70432a5ff91
299,validation,0,634698ab745f953218309027c33b33ff
300,validation,1,b8d98401d50058c0fdbe544ebcf96bba
301,test,0,15194708911c943d2003226c007546db
302,validation,0,c691e4e0c5e9c10825ea2d65b3da0104
303,train,0,31b4854ec6d39da71672c4b7eeac1bc0
304,train,1,908f196b8ced0a39a5b35a041a1dbb00
305,train,0,19aaf5de04793ca98eed8e3726ad8b2d
306,train,0,d394b3d6ce2884ec294e100b9ae06b06
307,test,0,f040a9822120d01ce8040669ab4e65b4
308,train,0,7aa90b1c5ee258291840cb8088712614
309,train,1,10c2aa0047dfb5e7acfd0e47a87bd329
310,validation,0,34e3957b5b1c8c0bf1ec3ac83f9362be
311,train,0,8b26cc342c4f1516505d7cd3424c2e5f
312,test,0,f5ddc9e3c0bb2ef60b18f6360fb22af0
313,train,0,23c2d0048c898acb5f7304e9ab1277ae
314,train,1,5725de382ecc8a081ff6a756717eff9a
315,validation,0,cbb3c0c141ea92192d09463271864fb6
316,validation,1,c1e3c12087d2b337323fc1946be6e7e0
317,validation,0,7926bbffe483599b923b406ebe6c7b8c
318,validation,0,9b59111cb132000aa604f954c65de072
319,validation,0,7b2ad6a991af5583c26a9d0352080b19
320,train,0,6e8f52d245aba9ffbb5caeec222cc277
321,train,1,1a290205d2e834160b0d49e4935b2e4b
322,train,0,e8d1279a981096dbb95cbafdc1c487d5
323,train,0,57060dd893fc51e7f05b5e1d78279c99
324,train,1,b1be21089cbca2931a6531128ac2c976
325,train,0,07672a7d4a9a848f98ba59fbb9da88b2
326,train,0,7a5e0141354a9a9a8663d0f65e253ebd
327,train,1,ec59f49b2cb21efb3db1636347550d63
328,train,1,3ae82c438ea1aadcf17977541596ec0c
329,train,0,657c714f7219425ed5b2cb630ad68ce8
330,validation,0,335dc39f3b0e15e63edaa8f5a90fbb56
331,train,1,f20046b5c55a791272cb8f75df8c6182
332,validation,1,9ec21a0299f2758043c783bdca0e80cd
333,train,0,9371bcce58b819287e68998e2ae38a4d
334,validation,0,9c4f70c366e145342ba3a4118471adf8
335,test,0,ac1ca06f9feb77ee9789a8eb06f94600
336,train,0,d77d53c1e35b83a6479d375df398004a
337,train,0,e246fc59d981c604fa370cc4dd251ae3
338,train,0,40f5e7a99f1dcd2720d0deed719df9b3
339,validation,1,53de738283b1db679407d3b328c5ffa8
340,validation,0,6f4c5f6a92cfe308b7928634507859cf
341,train,0,86b6bbf67dd8aa8861bc13e5082403ec
342,validation,0,75ed114ebaf18a58d120ef6219cffeb6
343,train,0,cd7b980e8e0ed3a33e8e8bf1ef4c8bab
344,train,0,9cfe63db16bb04f82f745a7614fdaaa4
345,train,0,9891f00b68054ae2553cb65f34e0f875
346,test,0,3754a73399fb7a8d2ebbb91992fbbb45
347,train,0,0656d72f4b15c275c2713c24fc9fa1f5
348,test,1,0d4d1f3ed2a71999a3c4d657d8401098
349,train,0,76e882c5f3c2a6e745b586aba7cff799
350,train,1,1eff8262e871cd85a690c071f99a0982
351,train,0,22d07952826829148799c443efcb7b4c
352,test,0,10e42ffc54281897b516e6aa753f11d1
353,test,1,c1787f00c897bb54a9d6a5bedfa860ed
354,train,0,261d37fde509da13752efe2bc2a4a7a9
355,train,0,7bc15b0c40b067fec9b6ce4b8bb558f0
356,train,1,e702c42d3d3d5caffa92bf33dd5db4fd
357,train,0,fb8f40da60f2f3aaa3312b7c4ae07d5c
358,test,0,2ab4530f39783616dda8a14eda3a3503
359,validation,0,565b09ed23a413e16c41591e942b6422
360,train,0,16506cbf9fc635110ef23ddf28807bc4
361,train,1,93b15d601523d5951dc7c52f073bfe2b
362,train,0,5ef8ab90b58bc82a22d39aa701f066ed
363,train,0,f5d268b50a067e81cd4d5536a31cfc65
364,train,1,ee311fe0f695c27a2d36a0818a1a61e5
365,train,0,3ddc48727a37f27b93c7b29279cace06
366,train,0,9a00e074a7589c17e3f59d05995fb29b
367,test,0,aed58d97bcb03a24e761e5db46cb22ee
368,train,0,b6defce5958785adca51357e7850a83e
369,test,0,ff0fb6e107c99971630a9cf413a967c8
370,train,1,be37a93135be1155f769aef7d48976e4
371,train,1,eca9d8a13b01792301b36501c72fab5f
372,validation,0,536c860db2a143c67f292c81458a1419
373,test,0,8165a02c360bee6b0ae4197070fdb0d7
374,train,0,327afcb5a1d3fb0ba86e2ec0d4974385
375,validation,0,13a845ac37ecd5c58ecf3b51b4b1b3ef
376,train,0,bde970f5a8192ec812989b8a336e97af
377,train,0,c19f20a736ad9283db6ef1e2ba6b2361
378,train,0,b02205da496652abab93df78bafcb54f
379,test,0,e10d6370487f5833a7e282afd11752d0
380,train,1,b091082e4240841ddd2ae7baade18e49
381,train,0,5d8e952feda18a0701726938bbd61031
382,train,1,2dd14f4813abd96091b6de2df619126b
383,train,0,370eccc5775c1664f3b292b91535aa9c
384,test,1,a230fb8e108149364ee583045b11ec4f
385,train,0,26e27f923a338d5eb865a0fc1e0d77a2
386,validation,0,745fa5f574dad538a6e6a33a1fb60d1b
387,train,0,4cc7403c1a5362df70999e3b47c8a8e7
388,test,1,94c664ab66252b7600eebffd6f1eae41
389,train,0,e3ad58551b1227d1b28989d8651ed94e
390,train,1,b7ea4c7da27fe8b6729a5f0a93038b35
391,train,0,a6f1252ab9d5fdc9703903349237242d
392,train,1,46440390d18d33a5f794fc3b3b4158ee
393,train,0,7d0687c31e31447876857becc4faab1b
394,train,0,f81791ac229b3413ac79b90b95424315
395,test,0,cc21e2198aec1d59a1366743f6d8455f
396,train,0,e090c4646854c074062aeefb9091d9b0
397,train,0,a4c9a20613b60c1a230729754e41bd9d
398,train,0,6537248ab6e05c9c658d5e0b8ba4511c
399,train,0,7e44b9f49cf4884294472fc6139e4088
400,validation,0,de701e905668bc5a5566058725f74fc3
401,validation,0,3b2c0dfbee218ae7926d059f8dcd4e02
402,test,0,f907d14b3273e417e42799336659636b
403,train,1,fa04eaab6481e423c9be385ad1ff1b73
404,train,0,7b8e3291618aa8e8a33d3c9c96350eb0
405,train,1,93d7d30a1dbc165991e94cc23ba60b65
406,validation,0,a85a7e60e939b18412740e46db819271
407,train,0,6aad763419d62650775347562d084dd8
408,train,0,e03442648a7b697f38e6e397f39df68f
409,test,0,b490e57c5881911244947f8b85e06044
410,test,0,0112a50737ec4abe446a0586559fcee6
411,validation,1,395000dcb7b1ee02f3394d70c1652083
412,train,0,ffa5821877d35d3f3fcc15e16b1370c4
413,train,0,dc52d6194c1fbd6e78822b40b8ae0f53
414,train,1,ca3eb735e540e6c42b483be1286c63b1
415,test,0,36ebadf18de47b3245076e93e07ec029
416,train,0,9ea9711a82e57008ba1cf47920a01166
417,train,0,4658cdb8eeac03abdd4555d93828e8e8
418,train,0,b33c0d1b1da9f29f423b9f01d9e82f50
419,test,0,aefa4aa6e63002215bda075d215f834d
420,train,1,583f4ac7b29758c60bc8b16fefe217d5
421,train,0,d3bc4d290e73e5eca02c0846948e7436
422,test,0,8e64cc8a9573e9b747d6f268781ea614
423,train,0,81cd88dabbd534ed376a9973caed0c9f
424,validation,1,2b5dff24beb95981e6e06370c287c0a8
425,test,0,57d3b15ca596812b0da2b87c3f35ddd8
426,test,0,87867baf463ad293d968896786b40796
427,test,1,4239801e63a77a02656535fa1a4a3b35
428,validation,1,f78e6f84ef977826eb0c1b35cb3090bf
429,train,0,1198982acb23204fe949a32e22c3d12f
430,validation,0,d19f3a56be52acdd0f9a803cfeb4124d
431,train,0,138e879ccee99b657bc0247eda96899b
432,train,1,cca5958b7d08c6988f2b4f52761d8144
433,train,0,234884307f11a8a5a0dab2aa735f078b
434,train,0,c04fad12883c3652c28cfba5d3cbe07b
435,train,0,ea11acbccc0f513c693974dd6ac956df
436,train,1,72f32625bd075a3d0426e11670c8eb4a
437,train,0,fc0cffac10588c086eba5b2e196d46da
438,test,0,79abd344a203d661af664ccd570a32bf
439,train,0,8ca424ed0f4fbaf42b5795ff3183cf57
440,test,1,985b65823c507577f2b78b21fcfc34b7
441,train,0,1911773de61e14175fd1394eead364a2
442,train,0,5860d2cc254f57ca981b7236a20eb447
443,train,0,e41be575f09cb9fdf12b76128c47f484
444,train,0,042be2e13c9451ecdd0cba3785a150c9
445,train,1,b89b37ea80e6eb101327eb1da2d9cf24
446,test,0,4fee2651aeedd6b898285241173abeb7
447,train,0,5999a4f2fb505505341837de3f7a7477
448,validation,0,6dd2d0a8750e240b58431ae50bbbebe8
449,train,0,5060d5d2b76788920a3fa880502f3644
450,train,0,6701092743ce5c3104c227887d1abfe6
451,test,1,27216dc402159660551d00912291026d
452,train,1,6e4b085720f517cd72ee39763f7693e4
453,train,0,a81dbaa3bc85795897710cde1339b1cb
454,validation,0,93625236b3f8c5408376d5d73fb446e3
455,test,0,b1f7365ff3a3fcfc2716d304e4a71d37
456,train,0,d30eadbbb9555acbb20a724a7c32abf1
457,test,0,072824e1c56e2dedec114ef525248fb0
458,test,0,a687aa7604fe00eae496a93c505eed54
459,train,0,907764583c61587f1fc237d620604901
460,validation,1,3aaaa6c8b17bb8f754974455bb204fc2
461,train,0,2dc8535d3582e509ddae9a1332af487a
462,train,0,feb88871481af4001b99370f33619bd1
463,train,0,ddff62c6e12108a8ca619728e32c2796
464,test,0,74de45f1e761c1b99a2175456eb455e9
465,train,0,d15a8ff13b3d8b480febf099f61c2c01
466,train,1,5386eceb149d378c4fe4f3ef7955d989
467,train,1,38a9edb4d4702402c180a6d31c3b6259
468,train,0,f3df5113e05fc18bc534dd632b517730
469,test,0,ff8c8e31c18e9af11693a6029dfa5614
470,test,0,b127543bdf2204d7fd6c8e40e55ac74e
471,validation,1,16dd14075d6faf0b3a19fb24425362fb
472,train,0,bb1ab79dbee40dfe42437f3fe92fa9c1
473,train,0,31660c5c54d830b44a667a4206e24bfb
474,train,0,86f19faedd82e677325ca557ae0f9788
475,train,0,1737b33607716160d4ffc53ecdc5c3b2
476,train,0,7d063a43e006fa53e78f74ec29d79b3c
477,train,0,ff552b0caa535c5ba0df3de311396b0a
478,train,0,98eaad689299974bd3e3fc5236f77b28
479,train,0,931d44f2db6b8ff9f006358fcf7ee357
480,train,0,a8036f4987765ba39f020af3e3185d21
481,test,0,fbc910743b4e1a765e26d06608f24f86
482,test,1,089fd0bc052a8018239a82f665a122e2
483,train,0,d0d188cde678a1f41285d22be82875c1
484,train,0,6cd08880b155a9c1143bdd1bb613b0b1
485,train,0,ff72443eceea4bf71054dc8057caff65
486,test,0,ddcd916a66da89581cb7adc995ac10bb
487,train,0,a671d09b3cc3ca3f57ffd6e6232720ae
488,validation,0,8ba1feb2d2d660dd6eb706088e15f074
489,train,1,1ad4811e83c976f372bb27534dbf5f46
490,train,0,7120dad737c4500386efe9295f1640eb
491,train,0,d37cbb63e75f17e9a92c6fa658db3a9d
492,validation,0,98d4e19f25214fa3019ccb1f84735ea4
493,validation,0,a2ef6a6a86dd7f6d5f93a9781897e378
494,test,0,c5fd5ef52f490fe33c2a44dafb542ca2
495,train,1,efe4a000e7dd156e9663405fed974729
496,test,0,5a916fe9475bc2f0429b2e3f600e1398
497,train,0,b0dd554a8ebb81e3439a7a4d7770bc50
